peak	gene	distance	peak_type
chr16_5740822_5741173			intergenic
chr16_5742742_5743554			intergenic
chr16_5759598_5759715			intergenic
chr16_5765396_5765497			intergenic
chr16_5766134_5767953			intergenic
chr16_5775457_5775628	1700123O21Rik	-199957	distal
chr16_5787194_5787743	1700123O21Rik	-187842	distal
chr16_5806884_5807290	1700123O21Rik	-168295	distal
chr16_5810781_5812388	1700123O21Rik	-163197	distal
chr16_5817249_5817448	1700123O21Rik	-158137	distal
chr16_5829100_5830472	1700123O21Rik	-145113	distal
chr16_5831602_5831912	1700123O21Rik	-143673	distal
chr16_5836554_5837416	1700123O21Rik	-138169	distal
chr16_5853143_5853452	1700123O21Rik	-122133	distal
chr16_5866982_5867441	1700123O21Rik	-108144	distal
chr16_5881764_5882239	1700123O21Rik	-93346	distal
chr16_5884328_5886676	1700123O21Rik	-88909	distal
chr16_5895412_5895941	1700123O21Rik	-79644	distal
chr16_5910647_5912466	1700123O21Rik	-63119	distal
chr16_5920188_5921093	1700123O21Rik	-54492	distal
chr16_5925167_5925546	1700123O21Rik	-50039	distal
chr16_5927049_5927371	1700123O21Rik	-48214	distal
chr16_5928084_5928367	1700123O21Rik	-47218	distal
chr16_5931490_5932179	1700123O21Rik	-43406	distal
chr16_5945736_5946044	1700123O21Rik	-29541	distal
chr16_5950563_5950741	1700123O21Rik	-24844	distal
chr16_5974199_5974641	1700123O21Rik	-944	promoter
chr16_5991660_5992941	1700123O21Rik	16076	distal
chr16_5996598_5997508	1700123O21Rik	21014	distal
chr16_5998410_5998491	1700123O21Rik	22826	distal
chr16_6009205_6009411	1700123O21Rik	33621	distal
chr16_6018492_6019294	1700123O21Rik	42908	distal
chr16_6029027_6029445	1700123O21Rik	53443	distal
chr16_6036688_6037783	1700123O21Rik	61104	distal
chr16_6042428_6043762	1700123O21Rik	66844	distal
chr16_6048504_6049118	1700123O21Rik	72920	distal
chr16_6084990_6085407	1700123O21Rik	109406	distal
chr16_6110163_6110574	1700123O21Rik	134579	distal
chr16_6113197_6114690	1700123O21Rik	137613	distal
chr16_6123081_6123221	1700123O21Rik	147497	distal
chr16_6135071_6135513	1700123O21Rik	159487	distal
chr16_6146657_6146839	1700123O21Rik	171073	distal
chr16_6171065_6171323	Rbfox1	-177815	distal
chr16_6192346_6192839	Rbfox1	-156299	distal
chr16_6212930_6213331	Rbfox1	-135807	distal
chr16_6271959_6272251	Rbfox1	-76887	distal
chr16_6282248_6282559	Rbfox1	-66579	distal
chr16_6283487_6283927	Rbfox1	-65211	distal
chr16_6285780_6288244	Rbfox1	-60894	distal
chr16_6309956_6312099	Rbfox1	-37039	distal
chr16_6313648_6314092	Rbfox1	-35046	distal
chr16_6325839_6325885	Rbfox1	-23253	distal
chr16_6331531_6331796	Rbfox1	-17342	distal
chr16_6336988_6337119	Rbfox1	-12019	distal
chr16_6347696_6350347	Rbfox1	0	promoter
chr16_6356951_6357162	Rbfox1	7814	distal
chr16_6363435_6363914	Rbfox1	14298	distal
chr16_6372815_6373076	Rbfox1	23678	distal
chr16_6390436_6390955	Rbfox1	41299	distal
chr16_6403047_6403311	Rbfox1	53910	distal
chr16_6413456_6414136	Rbfox1	64319	distal
chr16_6421707_6422186	Rbfox1	72570	distal
chr16_6427148_6428327	Rbfox1	78011	distal
chr16_6431005_6431405	Rbfox1	81868	distal
chr16_6440222_6440231	Rbfox1	91085	distal
chr16_6448025_6448766	Rbfox1	98888	distal
chr16_6479201_6481137	Rbfox1	130064	distal
chr16_6502171_6502683	Rbfox1	153034	distal
chr16_6503507_6504348	Rbfox1	154370	distal
chr16_6525766_6526347	Rbfox1	176629	distal
chr16_6531413_6532856	Rbfox1	182276	distal
chr16_6608407_6608545	Rbfox1	0	distal
chr16_6616512_6616984	Rbfox1	-192238	distal
chr16_6631792_6631832	Rbfox1	-177390	distal
chr16_6633938_6634618	Rbfox1	-174604	distal
chr16_6646794_6647568	Rbfox1	-161654	distal
chr16_6658373_6659441	Rbfox1	-149781	distal
chr16_6664081_6664482	Rbfox1	-144740	distal
chr16_6704551_6705371	Rbfox1	-103851	distal
chr16_6716146_6716715	Rbfox1	-92507	distal
chr16_6726586_6726841	Rbfox1	-82381	distal
chr16_6736291_6737281	Rbfox1	-71941	distal
chr16_6750446_6751040	Rbfox1	-58182	distal
chr16_6754570_6755351	Rbfox1	-53871	distal
chr16_6758543_6759317	Rbfox1	-49905	distal
chr16_6769359_6769865	Rbfox1	-39357	distal
chr16_6784144_6784545	Rbfox1	-24677	distal
chr16_6785072_6785093	Rbfox1	-24129	distal
chr16_6791562_6792277	Rbfox1	-16945	distal
chr16_6807751_6808519	Rbfox1	-703	promoter
chr16_6812871_6814331	Rbfox1	3650	distal
chr16_6839294_6840474	Rbfox1	30073	distal
chr16_6847290_6848009	Rbfox1	38069	distal
chr16_6882804_6883520	Rbfox1	73583	distal
chr16_6896131_6896514	Rbfox1	86910	distal
chr16_6899842_6900112	Rbfox1	90621	distal
chr16_6905373_6906560	Rbfox1	96152	distal
chr16_6907184_6908071	Rbfox1	97963	distal
chr16_6914243_6915175	Rbfox1	105022	distal
chr16_6919242_6919835	Rbfox1	110021	distal
chr16_6945823_6946898	Rbfox1	-122948	distal
chr16_6951897_6952170	Rbfox1	-117676	distal
chr16_6956480_6956788	Rbfox1	-113058	distal
chr16_6961572_6962951	Rbfox1	-106895	distal
chr16_6963594_6963859	Rbfox1	-105987	distal
chr16_6964659_6965922	Rbfox1	-103924	distal
chr16_6969132_6969157	Rbfox1	-100689	distal
chr16_6969858_6970658	Rbfox1	-99188	distal
chr16_6985922_6986586	Rbfox1	-83260	distal
chr16_7005553_7005835	Rbfox1	-64011	distal
chr16_7018625_7019037	Rbfox1	-50809	distal
chr16_7031499_7032156	Rbfox1	-37690	distal
chr16_7037997_7040982	Rbfox1	-28864	distal
chr16_7048987_7050240	Rbfox1	-19606	distal
chr16_7052019_7053217	Rbfox1	-16629	distal
chr16_7058529_7059024	Rbfox1	-10822	distal
chr16_7069574_7070726	Rbfox1	0	promoter
chr16_7080725_7082151	Rbfox1	10880	distal
chr16_7088666_7089182	Rbfox1	18821	distal
chr16_7099725_7100481	Rbfox1	29880	distal
chr16_7102361_7102859	Rbfox1	32516	distal
chr16_7106309_7107010	Rbfox1	36464	distal
chr16_7136932_7137401	Rbfox1	-56346	distal
chr16_7140973_7141297	Rbfox1	-52450	distal
chr16_7145250_7147466	Rbfox1	-46281	distal
chr16_7149120_7151660	Rbfox1	-42087	distal
chr16_7158450_7159616	Rbfox1	-34131	distal
chr16_7162132_7162510	Rbfox1	-31237	distal
chr16_7186602_7188231	Rbfox1	-5516	distal
chr16_7202131_7202863	Rbfox1	8385	distal
chr16_7217361_7217965	Rbfox1	-6345	distal
chr16_7225711_7226608	Rbfox1	1402	distal
chr16_7229110_7229543	Rbfox1	4801	distal
chr16_7252096_7252206	Rbfox1	27787	distal
chr16_7265743_7266572	Rbfox1	41434	distal
chr16_7275950_7276054	Rbfox1	51641	distal
chr16_7279322_7279824	Rbfox1	55013	distal
chr16_7282030_7282815	Rbfox1	57721	distal
chr16_7292957_7293527	Rbfox1	68648	distal
chr16_7343532_7343984	Rbfox1	119223	distal
chr16_7344863_7346690	Rbfox1	120554	distal
chr16_7347415_7347865	Rbfox1	123106	distal
chr16_7359099_7359406	Rbfox1	134790	distal
chr16_7360833_7360870	Rbfox1	136524	distal
chr16_7373953_7375230	Rbfox1	149644	distal
chr16_7401226_7401515	Rbfox1	176917	distal
chr16_7419274_7420343	Rbfox1	194965	distal
chr16_7432626_7432859			intergenic
chr16_7447246_7448962			intergenic
chr16_7451077_7451843			intergenic
chr16_7458309_7458571			intergenic
chr16_7521048_7521489			intergenic
chr16_7528066_7529554			intergenic
chr16_7574947_7575277			intergenic
chr16_7602335_7603146			intergenic
chr16_7636997_7639844			intergenic
chr16_7647534_7647845			intergenic
chr16_7648411_7648934			intergenic
chr16_7649544_7650353			intergenic
chr16_7675259_7675347	Gm49534	-194755	distal
chr16_7684562_7684952	Gm49534	-185150	distal
chr16_7763272_7763275	Gm49534	-106827	distal
chr16_7787991_7789020	Gm49534	-81082	distal
chr16_7790221_7790659	Gm49534	-79443	distal
chr16_7796975_7797864	Gm49534	-72238	distal
chr16_7820109_7820630	Gm49534	-49472	distal
chr16_7864848_7864993	Gm49534	-5109	distal
chr16_7927719_7927773	Gm49534	57618	distal
chr16_7932577_7932633	Gm49534	62476	distal
chr16_7982587_7983186	Gm49534	112486	distal
chr16_8108035_8108914			intergenic
chr16_8111271_8112093			intergenic
chr16_8117505_8118452			intergenic
chr16_8178795_8179415			intergenic
chr16_8188502_8190001			intergenic
chr16_8207927_8209085			intergenic
chr16_8234597_8235213	Tmem114	189923	distal
chr16_8312060_8312281	Tmem114	112855	distal
chr16_8333084_8333811	Tmem114	91325	distal
chr16_8351545_8351603	Tmem114	73533	distal
chr16_8367074_8367674	Tmem114	57462	distal
chr16_8379611_8380725	Tmem114	44411	distal
chr16_8384817_8385022	Tmem114	40114	distal
chr16_8390096_8390100	Tmem114	35036	distal
chr16_8397957_8398067	Tmem114	27069	distal
chr16_8402688_8403089	Tmem114	22047	distal
chr16_8406427_8407493	Tmem114	17643	distal
chr16_8409183_8409584	Tmem114	15552	distal
chr16_8411983_8412844	Tmem114	12292	distal
chr16_8424275_8425355	Tmem114	0	promoter
chr16_8459029_8459570	Mettl22	-11218	distal
chr16_8470112_8471810	Mettl22	0	promoter
chr16_8494158_8494836	Abat	-18593	distal
chr16_8512720_8514673	Abat	0	promoter
chr16_8523000_8525180	Abat	9516	distal
chr16_8538633_8541649	Abat	25149	distal
chr16_8566182_8567076	Abat	52698	distal
chr16_8594986_8596925	Pmm2;Abat	-40749;0	distal;distal
chr16_8605309_8605709	Pmm2;Abat	-31965;0	distal;distal
chr16_8627759_8628165	Pmm2	-9509	distal
chr16_8636497_8638453	Pmm2;Tmem186	0;0	promoter;promoter
chr16_8643802_8644290	Pmm2	6047	distal
chr16_8655144_8656031	Carhsp1;Pmm2	16124;0	distal;distal
chr16_8667206_8667557	Carhsp1	4598	distal
chr16_8668159_8668210	Carhsp1	3945	distal
chr16_8669476_8674704	Carhsp1	0	promoter
chr16_8676556_8677482	Gm5767	-3288	distal
chr16_8685392_8687210	Gm5767	2563	distal
chr16_8690008_8690892	Usp7;Gm5767	0;7179	distal;distal
chr16_8712202_8712206	Usp7	26136	distal
chr16_8715645_8716331	Usp7	22011	distal
chr16_8735969_8739786	Usp7	0	promoter
chr16_8762999_8763317	Usp7	-24658	distal
chr16_8768815_8769771	Usp7	22537	distal
chr16_8790661_8791064	Usp7	1244	distal
chr16_8794999_8796054	Usp7	-2692	distal
chr16_8804332_8804651	Usp7	-12025	distal
chr16_8806676_8807099	Usp7	-14369	distal
chr16_8810467_8811050	Usp7	-18160	distal
chr16_8821412_8821813	1810013L24Rik	-8287	distal
chr16_8823672_8824123	1810013L24Rik	-5977	distal
chr16_8828142_8832111	1810013L24Rik	0	promoter
chr16_8837606_8838152	1810013L24Rik	7507	distal
chr16_8840629_8840710	1810013L24Rik	10530	distal
chr16_8849888_8850224	1810013L24Rik	19789	distal
chr16_8864412_8864670	1810013L24Rik	34313	distal
chr16_8869594_8870197	1810013L24Rik	39495	distal
chr16_8879057_8879310	1810013L24Rik	48958	distal
chr16_8883571_8884488	1810013L24Rik	53472	distal
chr16_8898911_8899231	Gm30371	-45682	distal
chr16_8900021_8900449	Gm30371	-44464	distal
chr16_8915820_8916854	Gm30371	-28059	distal
chr16_8928777_8928964	Gm30371	-15949	distal
chr16_8938382_8939272	Gm30371	-5641	distal
chr16_8944509_8945445	Gm30371	0	promoter
chr16_8947692_8948246	Gm30371	2780	distal
chr16_8961989_8962688	Gm30371	17077	distal
chr16_8997238_8997697	Gm30567	-52275	distal
chr16_9003744_9004667	Gm30567	-45305	distal
chr16_9009118_9010239	Gm30567	-39733	distal
chr16_9026185_9026584	Gm30567	-23388	distal
chr16_9062429_9062539	Gm30567	12458	distal
chr16_9071412_9072085	Gm49448	-7311	distal
chr16_9085118_9085647	Gm49448	4974	distal
chr16_9149636_9149984	Gm49451	-8786	distal
chr16_9165751_9166324	Gm49451	6982	distal
chr16_9168094_9168168	Gm49451	9325	distal
chr16_9280184_9281874	Gm49451	121415	distal
chr16_9284669_9285299	Gm49451	125900	distal
chr16_9300075_9300128	Gm49451	141306	distal
chr16_9304122_9304375	Gm49451	145353	distal
chr16_9327306_9327592	Gm49451	168537	distal
chr16_9335577_9336554	Gm49451	176808	distal
chr16_9349889_9350047	Gm49451	191120	distal
chr16_9354610_9354899	Gm49451	195841	distal
chr16_9451947_9452569			intergenic
chr16_9457539_9458096			intergenic
chr16_9458750_9459156			intergenic
chr16_9501650_9502262			intergenic
chr16_9516038_9516069			intergenic
chr16_9532861_9534340			intergenic
chr16_9547985_9548992			intergenic
chr16_9576632_9577047	Grin2a	0	distal
chr16_9583832_9584496	Grin2a	0	distal
chr16_9608217_9608554	Grin2a	0	distal
chr16_9615951_9616170	Grin2a	0	distal
chr16_9618237_9618601	Grin2a	0	distal
chr16_9661253_9661768	Grin2a	0	distal
chr16_9663613_9663913	Grin2a	0	distal
chr16_9670430_9671621	Grin2a	0	distal
chr16_9672542_9672582	Grin2a	0	distal
chr16_9678109_9679041	Grin2a	0	distal
chr16_9680077_9680382	Grin2a	0	distal
chr16_9688423_9689078	Grin2a	0	distal
chr16_9716398_9716736	Grin2a	0	distal
chr16_9735169_9736522	Grin2a	0	distal
chr16_9740546_9741030	Grin2a	0	distal
chr16_9742672_9742813	Grin2a	0	distal
chr16_9743765_9743912	Grin2a	0	distal
chr16_9751652_9753924	Grin2a	0	distal
chr16_9758656_9759414	Grin2a	0	distal
chr16_9767865_9768894	Grin2a	0	distal
chr16_9786274_9786772	Grin2a	0	distal
chr16_9851214_9852144	Grin2a	140389	distal
chr16_9949307_9949592	Grin2a	42941	distal
chr16_9992214_9996167	Grin2a	0	promoter
chr16_10057237_10057400	Grin2a	-62315	distal
chr16_10058197_10058360	Grin2a	-63275	distal
chr16_10072955_10073836	Grin2a	-78033	distal
chr16_10086455_10086658	Rpl39l	-83568	distal
chr16_10088310_10089349	Rpl39l	-80877	distal
chr16_10192324_10193771	Atf7ip2;Gm49455	0;0	promoter;distal
chr16_10254045_10254342	Gm49455	-26522	distal
chr16_10272258_10272698	Emp2	41270	distal
chr16_10280013_10280726	Emp2	33242	distal
chr16_10298154_10298436	Emp2	15532	distal
chr16_10307376_10307757	Emp2	6211	distal
chr16_10313000_10314581	Emp2	0	promoter
chr16_10337069_10337355	Gm1600	-5785	distal
chr16_10339429_10340658	Gm1600	-8145	distal
chr16_10349829_10350401	Gm1600	-18545	distal
chr16_10354964_10355479	Gm1600	-23680	distal
chr16_10357809_10358932	Tekt5;Gm1600	0;-26525	distal;distal
chr16_10365949_10367296	Tekt5	28152	distal
chr16_10369236_10370250	Tekt5	25198	distal
chr16_10374330_10375300	Tekt5	20148	distal
chr16_10376893_10377196	Tekt5	18252	distal
chr16_10379462_10380915	Tekt5	14533	distal
chr16_10394781_10395943	Tekt5	0	promoter
chr16_10398899_10399710	Tekt5	-3410	distal
chr16_10411163_10413133	Nubp1	0	promoter
chr16_10446141_10448178	Tvp23a	0	promoter
chr16_10449299_10450191	Tvp23a	-1938	distal
chr16_10452300_10453040	Tvp23a	-4939	distal
chr16_10453638_10454056	Tvp23a	-6277	distal
chr16_10467961_10468676	Ciita	-11383	distal
chr16_10469270_10470297	Ciita	-9762	distal
chr16_10481467_10482117	Ciita	1304	distal
chr16_10486866_10487054	Ciita	-1225	distal
chr16_10489524_10490322	Ciita	0	promoter
chr16_10497454_10497825	Ciita	7672	distal
chr16_10498837_10499239	Ciita	9055	distal
chr16_10500881_10501082	Ciita	11099	distal
chr16_10502464_10503132	Ciita;Dexi	12682;0	distal;distal
chr16_10504551_10504861	Ciita;Dexi	14769;0	distal;distal
chr16_10507225_10507943	Ciita;Dexi	17443;0	distal;distal
chr16_10510562_10511663	Ciita;Dexi	20780;0	distal;distal
chr16_10520908_10521785	Ciita;Dexi	0;21269	distal;distal
chr16_10522713_10523293	Ciita;Dexi	0;19761	distal;distal
chr16_10526484_10527795	Ciita;Dexi	0;15259	distal;distal
chr16_10540930_10543811	Dexi	0	promoter
chr16_10544649_10546437	Clec16a	0	promoter
chr16_10549714_10549901	Clec16a	4306	distal
chr16_10565259_10566153	Clec16a	19851	distal
chr16_10570749_10572262	Clec16a	25341	distal
chr16_10586596_10586910	Clec16a	-13641	distal
chr16_10592659_10592821	Clec16a	-7730	distal
chr16_10603094_10603424	Clec16a	2544	distal
chr16_10639961_10640492	Clec16a	39411	distal
chr16_10656211_10656679	Clec16a;Gm15558	0;26860	distal;distal
chr16_10661285_10661931	Clec16a;Gm15558	0;21608	distal;distal
chr16_10665187_10666012	Clec16a;Gm15558	0;17527	distal;distal
chr16_10683117_10683582	Clec16a;Gm15558	0;0	distal;promoter
chr16_10689547_10690176	Clec16a;Gm15558	0;-6009	distal;distal
chr16_10694604_10694750	Clec16a;Gm15558	0;-11066	distal;distal
chr16_10740650_10740729	Socs1;Clec16a	44807;0	distal;distal
chr16_10749272_10750280	Socs1	35256	distal
chr16_10756413_10756495	Socs1	29041	distal
chr16_10767109_10767572	Socs1	17964	distal
chr16_10770435_10771030	Socs1	14506	distal
chr16_10774964_10775109	Socs1	10427	distal
chr16_10783726_10787154	Socs1	0	promoter
chr16_10787750_10787762	Tnp2	898	distal
chr16_10796563_10796786	Prm1	100	promoter
chr16_10824755_10825014	Gm26822	-2913	distal
chr16_10834301_10836158	Rmi2	0	promoter
chr16_10843619_10844617	Rmi2	8561	distal
chr16_10846453_10846950	Rmi2	11395	distal
chr16_10849830_10851634	Rmi2	14772	distal
chr16_10853475_10853854	Rmi2	18417	distal
chr16_10861393_10862039	Rmi2	26335	distal
chr16_10867745_10869141	Rmi2	32687	distal
chr16_10870929_10871385	Rmi2	35871	distal
chr16_10873352_10874417	Rmi2	38294	distal
chr16_10879445_10879933	Gm21859	34864	distal
chr16_10881116_10881755	Gm21859	33042	distal
chr16_10890377_10890716	Gm21859	24081	distal
chr16_10895847_10895943	Gm21859	18854	distal
chr16_10897392_10897908	Gm21859	16889	distal
chr16_10925558_10926187	Gm21859	-10762	distal
chr16_10933282_10933701	Gm21859	3605	distal
chr16_10944586_10944897	Gm21859	-7281	distal
chr16_10945412_10946111	Gm21859	-8107	distal
chr16_10951621_10951955	Gm21859	-14316	distal
chr16_10956621_10959878	Litaf	15701	distal
chr16_10970236_10970301	Litaf	5278	distal
chr16_10973979_10974604	Litaf	975	distal
chr16_10976399_10976526	Litaf	-821	promoter
chr16_10979012_10979630	Litaf	-3434	distal
chr16_10988511_10988524	Litaf	4597	distal
chr16_10989868_10990304	Litaf	2817	distal
chr16_10991679_10994217	Litaf	0	promoter
chr16_11007532_11009015	Litaf	-14412	distal
chr16_11012459_11013076	Gm10832	-18880	distal
chr16_11021672_11022194	Gm10832	-9762	distal
chr16_11028231_11028341	Gm10832	-3615	distal
chr16_11034242_11034919	Gm10832	2287	distal
chr16_11035993_11036697	Gm10832	4038	distal
chr16_11055849_11056255	Snn	-4690	distal
chr16_11063075_11063843	Snn	2131	distal
chr16_11064786_11068202	Snn	0	promoter
chr16_11071139_11071608	Snn	4810	distal
chr16_11072495_11072641	Snn	6166	distal
chr16_11075316_11075526	Txndc11;Snn	0;8987	distal;distal
chr16_11078429_11078721	Txndc11;Snn	0;12100	distal;distal
chr16_11081872_11082205	Txndc11;Snn	0;15543	distal;distal
chr16_11085903_11085906	Txndc11;Snn	0;19574	distal;distal
chr16_11086691_11088571	Txndc11;Snn	0;20362	distal;distal
chr16_11090895_11091296	Txndc11;Snn	0;24566	distal;distal
chr16_11109145_11109705	Txndc11	24906	distal
chr16_11133431_11135637	Txndc11	0	promoter
chr16_11143235_11144842	Txndc11;Zc3h7a	-8586;0	distal;distal
chr16_11174470_11177217	Zc3h7a	0	promoter
chr16_11190155_11190513	4930509G22Rik	11980	distal
chr16_11201969_11204377	Rsl1d1;2610020C07Rik	0;0	promoter;promoter
chr16_11252845_11255325	Gspt1	0	promoter
chr16_11297748_11298061	Tnfrsf17	-15751	distal
chr16_11313819_11314198	Tnfrsf17	8	promoter
chr16_11322240_11324185	Snx29	0	promoter
chr16_11369498_11370600	Snx29	-35048	distal
chr16_11384163_11384858	Snx29	-20790	distal
chr16_11394588_11394887	Snx29	-10761	distal
chr16_11417852_11418956	Snx29	11196	distal
chr16_11423967_11424286	Snx29	17311	distal
chr16_11425391_11425660	Snx29	18735	distal
chr16_11461540_11462134	Snx29	54884	distal
chr16_11468537_11469364	Snx29	61881	distal
chr16_11472780_11473139	Snx29	66124	distal
chr16_11476901_11477476	Snx29	70245	distal
chr16_11496742_11496999	Snx29	90086	distal
chr16_11505470_11506291	Snx29	98814	distal
chr16_11526362_11527355	Snx29	119706	distal
chr16_11530470_11531154	Snx29	123814	distal
chr16_11532411_11532994	Snx29	125755	distal
chr16_11533571_11533777	Snx29	126915	distal
chr16_11537254_11538464	Snx29	130598	distal
chr16_11579336_11580210	Snx29;Gm4279	0;111647	distal;distal
chr16_11593259_11593702	Snx29;Gm4279	0;98155	distal;distal
chr16_11597838_11598145	Snx29;Gm4279	0;93712	distal;distal
chr16_11599528_11600014	Snx29;Gm4279	0;91843	distal;distal
chr16_11603697_11604015	Snx29;Gm4279	0;87842	distal;distal
chr16_11612706_11612714	Snx29;Gm4279	0;79143	distal;distal
chr16_11627884_11628325	Snx29;Gm4279	0;63532	distal;distal
chr16_11630071_11630469	Snx29;Gm4279	0;61388	distal;distal
chr16_11631774_11633121	Snx29;Gm4279	0;58736	distal;distal
chr16_11636906_11637386	Snx29;Gm4279	0;54471	distal;distal
chr16_11638253_11638955	Snx29;Gm4279	0;52902	distal;distal
chr16_11639542_11640579	Snx29;Gm4279	0;51278	distal;distal
chr16_11644412_11644789	Snx29;Gm4279	0;47068	distal;distal
chr16_11645788_11647447	Snx29;Gm4279	0;44410	distal;distal
chr16_11670395_11671319	Snx29;Gm4279	0;20538	distal;distal
chr16_11676251_11676417	Snx29;Gm4279	0;15440	distal;distal
chr16_11689944_11690430	Snx29;Gm4279	0;1427	distal;distal
chr16_11697677_11698190	Snx29;Gm4279	0;-5821	distal;distal
chr16_11709417_11710828	Snx29;Gm4279	0;-17561	distal;distal
chr16_11755572_11755843	4833415N18Rik	-22586	distal
chr16_11776158_11776884	4833415N18Rik	-1545	distal
chr16_11778572_11779672	4833415N18Rik	144	distal
chr16_11781786_11782620	4833415N18Rik	3358	distal
chr16_11796413_11797362	4833415N18Rik	17985	distal
chr16_11800758_11801159	4833415N18Rik	22330	distal
chr16_11812233_11812675	Cpped1;4833415N18Rik	0;33805	distal;distal
chr16_11814860_11815953	Cpped1;4833415N18Rik	0;36432	distal;distal
chr16_11818227_11818539	Cpped1;4833415N18Rik	0;39799	distal;distal
chr16_11824821_11825276	Cpped1;4833415N18Rik	0;46393	distal;distal
chr16_11845377_11845773	Gm9961;Cpped1	-55590;0	distal;distal
chr16_11852586_11854386	Gm9961;Cpped1	-46977;0	distal;distal
chr16_11879194_11879710	Gm9961;Cpped1	-21653;0	distal;distal
chr16_11881600_11882456	Gm9961;Cpped1	-18907;0	distal;distal
chr16_11894879_11895669	Gm9961;Cpped1	-5694;0	distal;distal
chr16_11908370_11909802	Gm9961;Cpped1	0;0	distal;promoter
chr16_11940511_11940837	Cpped1	-31067	distal
chr16_11958338_11958576	Shisa9	-26005	distal
chr16_11973667_11974202	Shisa9	-10379	distal
chr16_11980688_11981239	Shisa9	-3342	distal
chr16_11982900_11987500	Shisa9	0	promoter
chr16_11990157_11990450	Shisa9	5577	distal
chr16_12010052_12011095	Shisa9	25472	distal
chr16_12014343_12015151	Shisa9	29763	distal
chr16_12018166_12018691	Shisa9	33586	distal
chr16_12020659_12020715	Shisa9	36079	distal
chr16_12040502_12042496	Shisa9	55922	distal
chr16_12070263_12071417	Shisa9	85683	distal
chr16_12072550_12073027	Shisa9	87970	distal
chr16_12075642_12077226	Shisa9	91062	distal
chr16_12082905_12082906	Shisa9	98325	distal
chr16_12090487_12091100	Shisa9	105907	distal
chr16_12093043_12097736	Shisa9	108463	distal
chr16_12114297_12116665	Shisa9	129717	distal
chr16_12124924_12125698	Shisa9	140344	distal
chr16_12129831_12130162	Shisa9	145251	distal
chr16_12145322_12145870	Shisa9	160742	distal
chr16_12146608_12147131	Shisa9	162028	distal
chr16_12154539_12154565	Shisa9	169959	distal
chr16_12201126_12202681	Shisa9	0	distal
chr16_12203872_12204380	Shisa9	0	distal
chr16_12217260_12218185	Shisa9	0	distal
chr16_12226876_12227696	Shisa9	0	distal
chr16_12300486_12300951			intergenic
chr16_12304614_12305456			intergenic
chr16_12452647_12452768			intergenic
chr16_12454735_12455178			intergenic
chr16_12472041_12472405			intergenic
chr16_12516774_12517154	Gm38619	-187214	distal
chr16_12521666_12521930	Gm38619	-182438	distal
chr16_12617658_12618497	Gm38619	-85871	distal
chr16_12639013_12639411	Gm38619;4930414F18Rik	-64957;0	distal;distal
chr16_12681427_12681912	Gm38619;4930414F18Rik	-22456;0	distal;distal
chr16_12699506_12700081	Gm38619;4930414F18Rik	-4287;0	distal;distal
chr16_12770462_12770985	1700003L19Rik;4930414F18Rik	-29594;0	distal;distal
chr16_12782664_12782682	1700003L19Rik;4930414F18Rik	-17897;0	distal;distal
chr16_12799993_12800921	1700003L19Rik;4930414F18Rik	0;0	promoter;distal
chr16_12818957_12819032	1700003L19Rik;4930414F18Rik	7568;0	distal;distal
chr16_12826264_12826567	1700003L19Rik;4930414F18Rik	14875;0	distal;distal
chr16_12859111_12859785	1700003L19Rik;4930414F18Rik	47722;0	distal;distal
chr16_12884634_12884835	4930414F18Rik	61100	distal
chr16_12885984_12886779	4930414F18Rik	59156	distal
chr16_12900522_12902392	4930414F18Rik	43543	distal
chr16_12908496_12909018	4930414F18Rik	36917	distal
chr16_12925881_12926620	4930414F18Rik	19315	distal
chr16_12936773_12936863	4930414F18Rik	9072	distal
chr16_12952366_12952606	4930414F18Rik	-6432	distal
chr16_12956032_12957161	4930414F18Rik	-10098	distal
chr16_13014477_13014613	4930414F18Rik	-68543	distal
chr16_13024905_13026054	4930414F18Rik	-78971	distal
chr16_13040243_13041127	Ercc4	-68557	distal
chr16_13044979_13045503	Ercc4	-64181	distal
chr16_13050146_13050602	Ercc4	-59082	distal
chr16_13070435_13070822	Ercc4	-38862	distal
chr16_13080199_13081074	Ercc4	-28610	distal
chr16_13108908_13111131	Ercc4	0	promoter
chr16_13116981_13117803	Ercc4	7298	distal
chr16_13130448_13130796	Ercc4	20765	distal
chr16_13158592_13160862	Ercc4	48909	distal
chr16_13189496_13190172	Mrtfb	-66309	distal
chr16_13193627_13194031	Mrtfb	-62450	distal
chr16_13194917_13195202	Mrtfb	-61279	distal
chr16_13197087_13197786	Mrtfb	-58695	distal
chr16_13205773_13206262	Mrtfb	-50219	distal
chr16_13207587_13208521	Mrtfb	-47960	distal
chr16_13255707_13257495	Mrtfb	0	promoter
chr16_13266193_13266588	Mrtfb	1118	distal
chr16_13330290_13330709	Mrtfb	-27712	distal
chr16_13336093_13336398	Mrtfb	-22023	distal
chr16_13351308_13351442	Mrtfb	-6979	distal
chr16_13353909_13354376	Mrtfb;Gm15738	-4045;0	distal;distal
chr16_13357544_13359837	Mrtfb;Gm15738	0;0	promoter;distal
chr16_13366332_13367807	Mrtfb;Gm15738	7912;0	distal;distal
chr16_13371827_13372441	Mrtfb;Gm15738	13407;0	distal;distal
chr16_13373202_13373260	Mrtfb;Gm15738	14782;0	distal;distal
chr16_13406645_13406882	Mrtfb;Gm15738	0;-1964	distal;distal
