peak	gene	distance	peak_type
chr2_217650769_217651170	DIRC3	105385	distal
chr2_217653274_217653744	DIRC3	102811	distal
chr2_217657227_217657661	DIRC3	98894	distal
chr2_217713236_217715121	DIRC3	41434	distal
chr2_217716987_217718042	DIRC3	38513	distal
chr2_217729636_217730001	DIRC3	26554	distal
chr2_217741115_217742714	DIRC3	13841	distal
chr2_217743694_217744423	DIRC3	12132	distal
chr2_217748970_217749261	DIRC3	7294	distal
chr2_217756229_217756983	DIRC3	0	promoter
chr2_217785345_217786096	DIRC3	-28753	distal
chr2_217789123_217789756	DIRC3	-32531	distal
chr2_217790641_217791072	DIRC3	-34049	distal
chr2_217804991_217805356	TNS1	36804	distal
chr2_217820207_217821311	TNS1	20849	distal
chr2_217836802_217839600	TNS1	2560	distal
chr2_217850554_217850635	TNS1	-8395	distal
chr2_217851362_217851809	TNS1	-9203	distal
chr2_217853282_217854047	TNS1	-11123	distal
chr2_217856166_217859212	TNS1	-14007	distal
chr2_217870474_217870945	TNS1	-28315	distal
chr2_217876097_217876611	TNS1	27202	distal
chr2_217878920_217879632	TNS1	24181	distal
chr2_217886679_217887149	TNS1	16664	distal
chr2_217890641_217890719	TNS1	13094	distal
chr2_217897902_217899002	TNS1	4811	distal
chr2_217899637_217899851	TNS1	3962	distal
chr2_217903966_217904620	TNS1	-154	promoter
chr2_217905234_217906264	TNS1	-1422	distal
chr2_217910018_217910499	TNS1	-6206	distal
chr2_217918755_217919104	TNS1	1105	distal
chr2_217920855_217921658	TNS1	-647	promoter
chr2_217922180_217923057	TNS1	-1972	distal
chr2_217932909_217934919	TNS1	9086	distal
chr2_217936910_217937378	TNS1	6627	distal
chr2_217942196_217944565	TNS1	0	promoter
chr2_217946825_217948772	TNS1	-2698	distal
chr2_217953502_217953894	TNS1	-9375	distal
chr2_217972603_217972754	TNS1;AC010136.1	0;-5953	distal;distal
chr2_217978798_217979181	TNS1;AC010136.1	0;92	distal;promoter
chr2_217980929_217980938	TNS1;AC010136.1	0;2223	distal;distal
chr2_217987916_217988959	TNS1;AC010136.1	0;2813	distal;distal
chr2_217993865_217994248	TNS1;AC010136.1	0;8762	distal;distal
chr2_218002789_218004394	TNS1	6027	distal
chr2_218009948_218011693	TNS1	0	promoter
chr2_218015375_218016796	TNS1	-4955	distal
chr2_218017741_218018031	TNS1	-7321	distal
chr2_218024341_218024791	TNS1	-13921	distal
chr2_218034481_218035325	TNS1	-24061	distal
chr2_218068689_218069388	RUFY4	0	promoter
chr2_218186319_218186650	CXCR1	-19358	distal
chr2_218216365_218218277	ARPC2	0	promoter
chr2_218252890_218253010	ARPC2;AC021016.2	0;-2309	distal;distal
chr2_218257711_218257833	GPBAR1	-1663	distal
chr2_218259013_218259470	GPBAR1	-26	promoter
chr2_218269414_218273316	AAMP;PNKD	0;0	promoter;promoter
chr2_218281826_218283527	PNKD;TMBIM1	0;2407	distal;distal
chr2_218284377_218284581	PNKD;TMBIM1	0;1353	distal;distal
chr2_218285378_218288027	PNKD;TMBIM1	0;0	distal;promoter
chr2_218289829_218293008	PNKD;TMBIM1	0;0	distal;promoter
chr2_218296449_218298932	PNKD;TMBIM1	0;-3937	distal;distal
chr2_218301071_218301753	PNKD;TMBIM1	0;-8559	distal;distal
chr2_218322307_218324374	PNKD	0	promoter
chr2_218330052_218330527	PNKD;CATIP-AS2	-4176;0	distal;distal
chr2_218356546_218357069	CATIP;CATIP-AS2	0;0	promoter;distal
chr2_218367485_218368291	CATIP;CATIP-AS1	0;0	distal;promoter
chr2_218368847_218368965	CATIP-AS1	-1013	distal
chr2_218370398_218371034	CATIP-AS1	-2564	distal
chr2_218382064_218382263	SLC11A1	-10	promoter
chr2_218384015_218384223	SLC11A1	1743	distal
chr2_218387415_218388198	SLC11A1	5143	distal
chr2_218394893_218403100	SLC11A1;CTDSP1;AC021016.3	0;0;0	distal;promoter;promoter
chr2_218404333_218407697	CTDSP1	4579	distal
chr2_218567694_218569974	USP37;CNOT9	0;0	promoter;promoter
chr2_218607520_218608138	PLCD4	0	promoter
chr2_218648488_218648930	ZNF142	10594	distal
chr2_218658789_218660144	BCS1L;ZNF142	0;0	promoter;promoter
chr2_218671391_218672689	RNF25;STK36	0;0	promoter;promoter
chr2_218687386_218687857	STK36	15091	distal
chr2_218701712_218702307	TTLL4;STK36	-8528;0	distal;distal
chr2_218710281_218711679	TTLL4	0	promoter
chr2_218715244_218716508	TTLL4	4289	distal
chr2_218718127_218718494	TTLL4	7172	distal
chr2_218730894_218732702	TTLL4	-4872	distal
chr2_218745169_218747564	TTLL4	7596	distal
chr2_218781019_218784167	CYP27A1	0	promoter
chr2_218805800_218805805	CYP27A1;AC009974.2	0;-3247	distal;distal
chr2_218847571_218848116	WNT6	-11689	distal
chr2_218852854_218853237	WNT6	-6568	distal
chr2_218873516_218873697	WNT6;WNT10A	0;-7155	distal;distal
chr2_218876597_218877045	WNT10A	-3807	distal
chr2_218880223_218880661	WNT10A	-191	promoter
chr2_218883463_218884031	WNT10A	2612	distal
chr2_218886180_218887088	WNT10A	5329	distal
chr2_218892378_218893528	WNT10A	11527	distal
chr2_218896552_218897455	WNT10A	15701	distal
chr2_218898034_218898836	WNT10A	17183	distal
chr2_218908658_218909526	LINC01494	21110	distal
chr2_218954874_218955710	CDK5R2;AC097468.2	-3956;0	distal;distal
chr2_218959085_218960899	CDK5R2;AC097468.2	0;0	promoter;distal
chr2_218962013_218962111	CDK5R2;AC097468.2	0;-111	distal;promoter
chr2_218962802_218963665	AC097468.2	-900	promoter
chr2_218979917_218980461	LINC00608	3634	distal
chr2_218981924_218982028	FEV	3629	distal
chr2_218993053_218993933	CRYBA2	0	promoter
chr2_218995915_218996818	CRYBA2	-2494	distal
chr2_219001941_219003396	CFAP65;AC097468.1	0;0	distal;promoter
chr2_219017185_219018167	CFAP65;AC097468.1	0;14971	distal;distal
chr2_219025504_219027485	CFAP65	11521	distal
chr2_219029436_219030171	CFAP65	8835	distal
chr2_219041327_219041718	CFAP65	0	promoter
chr2_219057725_219058442	IHH	2479	distal
chr2_219119454_219119795	NHEJ1	38567	distal
chr2_219155088_219155382	NHEJ1	2980	distal
chr2_219159800_219161281	NHEJ1	0	promoter
chr2_219168522_219168885	SLC23A3	1132	distal
chr2_219171160_219171622	SLC23A3	-1066	distal
chr2_219176034_219179031	CNPPD1;RETREG2	0;0	promoter;promoter
chr2_219206061_219208209	ZFAND2B	0	promoter
chr2_219217599_219219693	ABCB6;ATG9A	0;0	promoter;distal
chr2_219228477_219230508	ANKZF1;ATG9A	0;0	promoter;promoter
chr2_219244945_219246069	STK16;GLB1L	0;0	promoter;promoter
chr2_219249238_219250205	STK16;TUBA4A;TUBA4B	0;0;-3038	distal;distal;distal
chr2_219252049_219255144	TUBA4A;TUBA4B	0;0	promoter;promoter
chr2_219277456_219291527	PTPRN;DNAJB2	0;0	distal;promoter
chr2_219293849_219295455	PTPRN;AC114803.1	0;-3547	distal;distal
chr2_219298598_219299951	PTPRN;AC114803.1	0;0	distal;promoter
chr2_219308104_219309773	PTPRN	0	promoter
chr2_219331566_219332040	RESP18	589	distal
chr2_219344986_219345181	RESP18	-11810	distal
chr2_219352435_219352828	RESP18	-19259	distal
chr2_219358288_219358412	RESP18	-25112	distal
chr2_219369368_219369769	DNPEP	18027	distal
chr2_219386920_219389196	DNPEP;AC053503.2	0;0	promoter;promoter
chr2_219402842_219403345	DNPEP;AC053503.2	-2836;0	distal;distal
chr2_219430700_219431198	SPEG	-3645	distal
chr2_219434790_219435456	SPEG	0	promoter
chr2_219441372_219443343	SPEG	0	promoter
chr2_219444278_219446636	SPEG	2234	distal
chr2_219447180_219448148	SPEG	5136	distal
chr2_219451419_219454422	SPEG	-6344	distal
chr2_219459382_219461368	SPEG	0	promoter
chr2_219476220_219476699	SPEG	14836	distal
chr2_219484352_219484970	SPEG;AC053503.1;SPEGNB	0;0;-11155	distal;distal;distal
chr2_219495322_219496081	AC053503.1;SPEGNB	0;-44	distal;promoter
chr2_219496943_219499263	GMPPA;AC053503.1;AC053503.5;SPEGNB	0;0;0;0	promoter;distal;promoter;distal
chr2_219506769_219507559	ASIC4;GMPPA;AC053503.1	-6771;0;0	distal;distal;distal
chr2_219508890_219512041	ASIC4;AC053503.1	-2289;0	distal;distal
chr2_219513727_219515653	ASIC4;AC053503.1	0;0	promoter;distal
chr2_219516943_219517360	ASIC4;AC053503.1	0;-67	distal;promoter
chr2_219520389_219523302	ASIC4;AC053503.1	0;-3513	distal;distal
chr2_219526960_219527403	ASIC4;AC053503.1	0;-10084	distal;distal
chr2_219529722_219530757	ASIC4;CHPF	0;12340	distal;distal
chr2_219537784_219539540	ASIC4;CHPF	0;3557	distal;distal
chr2_219541478_219544939	CHPF;TMEM198	0;0	promoter;promoter
chr2_219547809_219547935	TMEM198;AC009955.3	0;-152	distal;promoter
chr2_219550946_219553435	OBSL1;AC009955.3	0;-3289	distal;distal
chr2_219554224_219554331	OBSL1;AC009955.4	0;-4752	distal;distal
chr2_219570112_219572266	OBSL1	0	promoter
chr2_219576760_219577414	INHA	4451	distal
chr2_219597150_219598633	STK11IP	0	promoter
chr2_219626980_219628299	SLC4A3	0	promoter
chr2_219638984_219639598	SLC4A3;AC009955.2	0;-5492	distal;distal
chr2_219642016_219643126	AC009955.2	-1964	distal
chr2_219644682_219646053	AC009955.2	0	promoter
chr2_219685589_219685793	LINC02832	98	promoter
chr2_219689686_219690031	LINC02832	2700	distal
chr2_219701826_219702234	LINC02832	14840	distal
chr2_219736247_219736634	LINC02832	6138	distal
chr2_219737201_219737636	LINC02832	7092	distal
chr2_219769564_219769804	LINC02832	39455	distal
chr2_219851927_219852108	LINC01803	52815	distal
chr2_219871298_219871693	LINC01803	33230	distal
chr2_219912570_219913064	AC008281.1	0	promoter
chr2_219916219_219917325	AC008281.1	-3386	distal
chr2_219921295_219921687	AC008281.1	-8462	distal
chr2_220006270_220006677	AC008281.1	-93437	distal
chr2_220050413_220050649	AC019211.1	-55007	distal
chr2_220450759_220451217	AC067956.1;AC019211.1	81;0	promoter;distal
chr2_220455327_220456210	AC067956.1	4649	distal
chr2_220521529_220521962	AC067956.1	27943	distal
chr2_220687239_220687645	AC093843.1;AC067956.1	-89173;0	distal;distal
chr2_220959393_220959876	AC093843.2	-105938	distal
chr2_221104228_221104961			intergenic
chr2_221153252_221153653	AC011233.2	154676	distal
chr2_221426664_221427397	EPHA4;AC011233.2	0;-118336	distal;distal
chr2_221467669_221467933	EPHA4	104350	distal
chr2_221478665_221478697	EPHA4	93586	distal
chr2_221482779_221482867	EPHA4	89416	distal
chr2_221485160_221485466	EPHA4	86817	distal
chr2_221500939_221501709	EPHA4	70574	distal
chr2_221514945_221514996	EPHA4	57287	distal
chr2_221517846_221517875	EPHA4	54408	distal
chr2_221530407_221530959	EPHA4	41324	distal
chr2_221541409_221541704	EPHA4	30579	distal
chr2_221552156_221552742	EPHA4	19541	distal
chr2_221555137_221555612	EPHA4	16671	distal
chr2_221563320_221563340	EPHA4	8943	distal
chr2_221569377_221574376	EPHA4;AC079834.2	0;0	promoter;promoter
chr2_221602910_221603473	AC068489.1	-5851	distal
chr2_221605727_221606892	AC068489.1	-2432	distal
chr2_221649346_221649428	AC068489.1	40023	distal
chr2_221895709_221896142			intergenic
chr2_221937201_221937485			intergenic
chr2_221943224_221943372			intergenic
chr2_221969144_221969451			intergenic
chr2_221981676_221982355			intergenic
chr2_222318135_222320777	AC010980.1	0	promoter
chr2_222424275_222425502	SGPP2	0	promoter
chr2_222561853_222562163	FARSB;SGPP2	93929;0	distal;distal
chr2_222572594_222573198	FARSB	82894	distal
chr2_222613783_222614084	FARSB	42008	distal
chr2_222655495_222657106	FARSB	0	promoter
chr2_222671146_222672084	MOGAT1	0	promoter
chr2_222690520_222691011	MOGAT1	18863	distal
chr2_222708165_222709885	MOGAT1	36508	distal
chr2_222714382_222714797	MOGAT1	42725	distal
chr2_222733811_222734829	MOGAT1	62154	distal
chr2_222745752_222746820	MOGAT1	74095	distal
chr2_222753412_222753745	MOGAT1	81755	distal
chr2_222760450_222760859	MOGAT1	88793	distal
chr2_222791873_222792703	ACSL3	-68239	distal
chr2_222796599_222797687	ACSL3	-63255	distal
chr2_222859877_222862833	ACSL3	0	promoter
chr2_222866317_222866632	ACSL3	5282	distal
chr2_222903679_222903991	ACSL3;AC013476.1	0;15372	distal;distal
chr2_222906063_222906377	ACSL3;AC013476.1	0;12986	distal;distal
chr2_222908150_222908475	ACSL3;AC013476.1	0;10888	distal;distal
chr2_222912058_222913090	ACSL3;AC013476.1	0;6273	distal;distal
chr2_222915129_222915390	ACSL3;AC013476.1	0;3973	distal;distal
chr2_222920721_222921031	ACSL3;AC013476.1	0;-1359	distal;distal
chr2_222939258_222939611	ACSL3;AC013476.1	0;-19896	distal;distal
chr2_222971596_222972193	AC013476.1	-52234	distal
chr2_222981979_222982443	AC013476.1	-62617	distal
chr2_222993708_222995014	KCNE4	-56800	distal
chr2_223001658_223001776	KCNE4	-50038	distal
chr2_223051727_223053352	KCNE4	0	promoter
chr2_223053981_223054758	KCNE4	2168	distal
chr2_223084905_223085186	KCNE4	33092	distal
chr2_223086270_223086822	KCNE4	34457	distal
chr2_223200054_223200495	KCNE4	148241	distal
chr2_223522892_223523261	AC013448.2	17417	distal
chr2_223528112_223528489	AC013448.2	22637	distal
chr2_223537932_223538330	AC013448.2	32457	distal
chr2_223538900_223539586	AC013448.2	33425	distal
chr2_223549349_223549521	AC013448.2	43874	distal
chr2_223580970_223581336	SCG2	21025	distal
chr2_223602103_223602818	SCG2	0	promoter
chr2_223612621_223613849	SCG2	-10261	distal
chr2_223692346_223692705	SCG2	-89986	distal
chr2_223725353_223726054	AP1S3	111430	distal
chr2_223798074_223798521	AP1S3	38963	distal
chr2_223837084_223838241	AP1S3	0	promoter
chr2_223930172_223931140	WDFY1	14195	distal
chr2_223933000_223933507	WDFY1	11828	distal
chr2_223943717_223945690	WDFY1	0	promoter
chr2_223956847_223957996	MRPL44	0	promoter
chr2_223970277_223970709	AC073641.1	-2572	distal
chr2_223986408_223986512	SERPINE2;AC073641.1	0;-18703	distal;distal
chr2_223989887_223990161	SERPINE2;AC073641.1	0;-22182	distal;distal
chr2_223993588_223994140	SERPINE2;AC073641.1	0;-25883	distal;distal
chr2_224000081_224000183	SERPINE2	31295	distal
chr2_224003763_224004740	SERPINE2	26738	distal
chr2_224014408_224015053	SERPINE2	16425	distal
chr2_224018029_224018398	SERPINE2	13080	distal
chr2_224034175_224034470	SERPINE2	-2698	distal
chr2_224037319_224037557	SERPINE2	1247	distal
chr2_224038400_224042822	SERPINE2	0	promoter
chr2_224058054_224058859	SERPINE2	-18767	distal
chr2_224171201_224171613	SERPINE2	-131914	distal
chr2_224195839_224196501	SERPINE2	-156552	distal
chr2_224210459_224210850	SERPINE2	-171172	distal
chr2_224211757_224212150	SERPINE2	-172470	distal
chr2_224243466_224243493	FAM124B	158501	distal
chr2_224260680_224260980	FAM124B	141014	distal
chr2_224284271_224284684	FAM124B	117310	distal
chr2_224357379_224357797	FAM124B	44197	distal
chr2_224363969_224364647	FAM124B	37347	distal
chr2_224365739_224366043	FAM124B	35951	distal
chr2_224401656_224402109	FAM124B	0	promoter
chr2_224442295_224442458	AC073052.2	-25345	distal
chr2_224584078_224586326	CUL3	0	promoter
chr2_224650844_224651167	CCDC195	65198	distal
chr2_224712157_224712558	CCDC195	3807	distal
chr2_224910094_224910537	DOCK10	36528	distal
chr2_224934605_224935004	DOCK10	12061	distal
chr2_224981997_224984511	DOCK10	0	promoter
chr2_225002011_225002417	DOCK10	-19585	distal
chr2_225033743_225034481	DOCK10	7961	distal
chr2_225039518_225043425	DOCK10	0	promoter
chr2_225070485_225071347	DOCK10	-28044	distal
chr2_225112451_225114915	DOCK10	-70010	distal
chr2_225117299_225117715	DOCK10	-74858	distal
chr2_225120171_225120565	DOCK10	-77730	distal
chr2_225399540_225400648	NYAP2	0	promoter
chr2_225429738_225430130	NYAP2	28853	distal
chr2_225660471_225660823	AC016717.2	-37691	distal
chr2_225668630_225668946	AC016717.2	-29568	distal
chr2_226030673_226032589	AC062015.1	152782	distal
chr2_226215995_226216261	AC062015.1	-30625	distal
chr2_226423593_226423910			intergenic
chr2_226650111_226650620	IRS1	149139	distal
chr2_226661843_226662251	IRS1	137508	distal
chr2_226690819_226690840	IRS1	108919	distal
chr2_226733536_226733859	IRS1	65900	distal
chr2_226742199_226742897	IRS1	56862	distal
chr2_226790778_226792783	IRS1	6976	distal
chr2_226794906_226797285	IRS1	2474	distal
chr2_226798102_226802904	IRS1;AC010735.2	0;0	promoter;promoter
chr2_226813420_226813451	AC010735.1;AC010735.2	9385;0	distal;distal
chr2_226835298_226836712	RHBDD1	0	promoter
chr2_226869497_226869610	RHBDD1	33444	distal
chr2_226877654_226877854	RHBDD1	-28858	distal
chr2_226908296_226908740	RHBDD1	1585	distal
chr2_226913823_226913885	RHBDD1	7112	distal
chr2_226944297_226944447	RHBDD1	37586	distal
chr2_226953295_226953493	RHBDD1	46584	distal
chr2_226978685_226979403	RHBDD1	71974	distal
chr2_226983872_226985798	RHBDD1	77161	distal
chr2_227006221_227006586	COL4A4;RHBDD1	0;99510	distal;distal
chr2_227107144_227107416	COL4A4	56820	distal
chr2_227129830_227130197	COL4A4	34039	distal
chr2_227163876_227164860	COL4A4;COL4A3	0;0	promoter;promoter
chr2_227180370_227180587	COL4A3	15806	distal
chr2_227228085_227228455	COL4A3;AC097662.1	0;56806	distal;distal
chr2_227324527_227326622	MFF;AC097662.1	0;0	promoter;promoter
chr2_227335778_227336204	MFF	7101	distal
chr2_227339940_227340562	MFF	11263	distal
chr2_227364542_227365024	TM4SF20	14282	distal
chr2_227366945_227367284	TM4SF20	12022	distal
chr2_227383880_227384282	SCYGR1	3667	distal
chr2_227392542_227394049	SCYGR1	-4594	distal
chr2_227405970_227407142	SCYGR1	-18022	distal
chr2_227415791_227416351	SCYGR1	-27843	distal
chr2_227423559_227424047	SCYGR1	-35611	distal
chr2_227463639_227463733	AGFG1	-8419	distal
chr2_227471662_227473286	AGFG1	0	promoter
chr2_227480074_227480443	AGFG1	7703	distal
chr2_227513146_227513540	AGFG1	40775	distal
chr2_227658232_227658624	SCYGR5	-8180	distal
chr2_227717529_227718608	SLC19A3	0	promoter
chr2_227766228_227766732	SCYGR8	20384	distal
chr2_227825864_227826601	CCL20	12023	distal
chr2_227860038_227860675	DAW1	-10956	distal
chr2_227871298_227871833	DAW1	0	promoter
chr2_227939553_227940126	DAW1	67923	distal
chr2_228048934_228049201	SPHKAP	132425	distal
chr2_228446726_228447088	AC009410.1	68227	distal
chr2_229107804_229107928	PID1	124157	distal
chr2_229133198_229133448	PID1	98637	distal
chr2_229152562_229153524	PID1	78561	distal
chr2_229161931_229162332	PID1	69753	distal
chr2_229270640_229271893	PID1	0	promoter
chr2_229273433_229274171	PID1	-2149	distal
chr2_229370777_229370779	DNER;AC008273.1	0;-36579	distal;distal
chr2_229387780_229388238	DNER;AC008273.1	0;-19120	distal;distal
chr2_229392245_229392592	DNER;AC008273.1	0;-14766	distal;distal
chr2_229407141_229407629	DNER;AC008273.1	0;0	distal;promoter
chr2_229416215_229416705	DNER;AC008273.1	0;8858	distal;distal
chr2_229417868_229418337	DNER;AC008273.1	0;10511	distal;distal
chr2_229421951_229422729	DNER;AC008273.1	0;14594	distal;distal
chr2_229431343_229431607	DNER;AC008273.1	0;23986	distal;distal
chr2_229443876_229446799	DNER;AC008273.1	0;36519	distal;distal
chr2_229485761_229486241	DNER;AC008273.1	0;78404	distal;distal
chr2_229488917_229489442	DNER;AC008273.1	0;81560	distal;distal
chr2_229586772_229587556	DNER	126999	distal
chr2_229591523_229592215	DNER	122340	distal
chr2_229610249_229610682	DNER	103873	distal
chr2_229612281_229612907	DNER	101648	distal
chr2_229616553_229616721	DNER	97834	distal
chr2_229633535_229635366	DNER	79189	distal
chr2_229650912_229651244	DNER	63311	distal
chr2_229652811_229653455	DNER	61100	distal
chr2_229665201_229665505	DNER	49050	distal
chr2_229669962_229670312	DNER	44243	distal
chr2_229704196_229704772	DNER	9783	distal
chr2_229713176_229716287	DNER	0	promoter
chr2_229780674_229781640	TRIP12;DNER	0;-66120	distal;distal
chr2_229801133_229801448	TRIP12;DNER	0;-86579	distal;distal
chr2_229859125_229859362	TRIP12	62541	distal
chr2_229919971_229923227	TRIP12;FBXO36	0;0	promoter;promoter
chr2_229980543_229981172	FBXO36;FBXO36-IT1	0;37816	distal;distal
chr2_230008239_230008453	FBXO36;SLC16A14	0;60471	distal;distal
chr2_230066901_230069109	SLC16A14	0	promoter
chr2_230160147_230160538	AC009950.1	-11506	distal
chr2_230219530_230220466	SP110	0	promoter
chr2_230410837_230412360	SP100	-3582	distal
chr2_230611305_230611711	AC010149.1	-31300	distal
chr2_230664046_230664515	LINC01907	36014	distal
chr2_230668540_230668884	LINC01907	31645	distal
chr2_230690372_230690890	LINC01907	9639	distal
chr2_230712096_230714350	CAB39	0	promoter
chr2_230794025_230794369	CAB39	34028	distal
chr2_230824431_230824964	ITM2C	-39978	distal
chr2_230847819_230848360	ITM2C	-16582	distal
chr2_230864225_230871513	ITM2C	0	promoter
chr2_230872381_230872925	ITM2C	-5293	distal
chr2_230878736_230878846	ITM2C	519	distal
chr2_230885489_230887231	GCSIR	0	promoter
chr2_230890374_230891321	GCSIR	3866	distal
chr2_230893255_230894891	GCSIR	6747	distal
chr2_230898820_230899787	AC012507.1;GCSIR	-9065;0	distal;distal
chr2_230902154_230902548	AC012507.1;GCSIR	-6304;0	distal;distal
chr2_230908770_230908959	GPR55;AC012507.1	0;0	distal;promoter
chr2_230913510_230913705	GPR55;AC012507.1	0;4659	distal;distal
chr2_230924416_230924802	GPR55;AC012507.3	0;0	distal;promoter
chr2_230932786_230932822	GPR55	-7545	distal
chr2_230943173_230943913	GPR55	17153	distal
chr2_230957276_230957742	GPR55	3324	distal
chr2_230986932_230987878	SPATA3;SPATA3-AS1	-2446;0	distal;distal
chr2_231009060_231009520	SPATA3	12827	distal
chr2_231011894_231012250	SPATA3	15661	distal
chr2_231012762_231013163	SPATA3	16529	distal
chr2_231015138_231017914	SPATA3	18905	distal
chr2_231037044_231039686	C2orf72	0	promoter
chr2_231041080_231041508	C2orf72	3558	distal
chr2_231046908_231048896	C2orf72;AC009407.1	0;-3144	distal;distal
chr2_231049867_231053475	AC009407.1	0	promoter
chr2_231056312_231057550	PSMD1	0	promoter
chr2_231058812_231059213	PSMD1	-1143	distal
chr2_231104097_231104503	HTR2B;PSMD1	20539;0	distal;distal
chr2_231124935_231125221	HTR2B;PSMD1	0;0	promoter;distal
chr2_231189959_231191259	ARMC9	-7287	distal
chr2_231192394_231192729	ARMC9	-5817	distal
chr2_231197979_231199093	ARMC9	0	promoter
chr2_231227241_231228017	ARMC9	21003	distal
chr2_231296955_231297486	ARMC9	90717	distal
chr2_231308952_231309294	ARMC9;AC017104.1	0;-79682	distal;distal
chr2_231321185_231321465	ARMC9;AC017104.1	0;-67511	distal;distal
chr2_231341988_231342386	ARMC9;AC017104.1	0;-46590	distal;distal
chr2_231348778_231349631	ARMC9;AC017104.1	0;-39345	distal;distal
chr2_231355743_231356299	ARMC9;AC017104.1	0;-32677	distal;distal
chr2_231362298_231362337	ARMC9;AC017104.1	0;-26639	distal;distal
chr2_231364678_231366153	ARMC9;AC017104.1	0;-22823	distal;distal
chr2_231371018_231372053	ARMC9;AC017104.1	0;-16923	distal;distal
chr2_231379710_231380478	AC017104.1	-8498	distal
chr2_231387828_231390615	AC017104.1	0	promoter
chr2_231393044_231393549	AC017104.1	-233	promoter
chr2_231394945_231396966	B3GNT7;AC017104.1	0;0	promoter;distal
chr2_231399721_231400851	B3GNT7	4012	distal
chr2_231405693_231406193	B3GNT7	9984	distal
chr2_231411801_231412972	B3GNT7	16092	distal
chr2_231451866_231452432	AC017104.3	0	promoter
chr2_231463649_231465688	NCL	0	promoter
chr2_231482658_231483845	NCL	-18175	distal
chr2_231511888_231512667	LINC00471	1699	distal
chr2_231513862_231515335	LINC00471	0	promoter
chr2_231517441_231517983	LINC00471	-3076	distal
chr2_231522790_231523080	AC017104.6	-1724	distal
chr2_231530242_231530751	NMUR1	0	promoter
chr2_231557646_231558278	NMUR1	-27202	distal
chr2_231563298_231563863	AC104634.2	28913	distal
chr2_231596870_231598380	TEX44	4007	distal
chr2_231600383_231607813	TEX44	7520	distal
chr2_231611159_231615776	TEX44	18296	distal
chr2_231620980_231622053	TEX44	28117	distal
chr2_231640323_231641266	TEX44	47460	distal
chr2_231642581_231643247	TEX44	49718	distal
chr2_231648589_231648949	TEX44	55726	distal
chr2_231661732_231664169	PTMA	-43515	distal
chr2_231665017_231667810	PTMA	-39874	distal
chr2_231670952_231675556	PTMA	-32128	distal
chr2_231677490_231678421	PTMA	-29263	distal
chr2_231679174_231689768	PTMA	-17916	distal
chr2_231699010_231699411	PTMA	-8273	distal
chr2_231701506_231702486	PTMA	-5198	distal
chr2_231705785_231712828	PTMA	0	promoter
chr2_231713497_231715793	PTMA	3717	distal
chr2_231716431_231716632	PTMA	6651	distal
chr2_231764639_231765328	PDE6D	15954	distal
chr2_231766549_231766768	PDE6D	14514	distal
chr2_231780017_231782834	COPS7B;PDE6D	0;0	promoter;promoter
chr2_231784050_231784089	COPS7B	-2294	distal
chr2_231785954_231787059	COPS7B	0	promoter
chr2_231800578_231800915	COPS7B;AC073476.3	0;-8931	distal;distal
chr2_231900500_231900823	NPPC	25505	distal
chr2_231906035_231906463	NPPC	19865	distal
chr2_231917340_231917824	NPPC	8504	distal
chr2_231925135_231927402	NPPC	0	promoter
chr2_231961017_231962303	DIS3L2	0	promoter
chr2_232038870_232039584	DIS3L2;AC019130.1	0;-23151	distal;distal
chr2_232076865_232077160	DIS3L2;AC019130.1	0;-61146	distal;distal
chr2_232085132_232085552	DIS3L2;AC019130.1	0;-69413	distal;distal
chr2_232142091_232142447	DIS3L2;AC019130.1	0;-126372	distal;distal
chr2_232190833_232191229	DIS3L2;AC019130.1	0;-175114	distal;distal
chr2_232204390_232205014	DIS3L2;ALPP	0;-173737	distal;distal
chr2_232240885_232241250	DIS3L2;ALPP	0;-137501	distal;distal
chr2_232257322_232257420	DIS3L2;ALPP	0;-121331	distal;distal
chr2_232259773_232260219	DIS3L2;ALPP	0;-118532	distal;distal
chr2_232264142_232264145	DIS3L2;ALPP	0;-114606	distal;distal
chr2_232264731_232265429	DIS3L2;ALPP	0;-113322	distal;distal
chr2_232266476_232266763	DIS3L2;ALPP	0;-111988	distal;distal
chr2_232274150_232274582	DIS3L2;ALPP	0;-104169	distal;distal
chr2_232276385_232276455	DIS3L2;ALPP	0;-102296	distal;distal
chr2_232282444_232283070	DIS3L2;ALPP	0;-95681	distal;distal
chr2_232288500_232288894	DIS3L2;ALPP	0;-89857	distal;distal
chr2_232309918_232311057	DIS3L2;ALPP	0;-67694	distal;distal
chr2_232315445_232316050	DIS3L2;ALPP	0;-62701	distal;distal
chr2_232322780_232323247	DIS3L2;ALPP	0;-55504	distal;distal
chr2_232325645_232326370	DIS3L2;ALPP	0;-52381	distal;distal
chr2_232327029_232327526	DIS3L2;ALPP	0;-51225	distal;distal
chr2_232369527_232369868	ALPP	-8883	distal
chr2_232440458_232440972	ALPI	-15181	distal
chr2_232446417_232446688	ALPI	-9465	distal
chr2_232447608_232448645	ALPI	-7508	distal
chr2_232487653_232488027	ECEL1	0	promoter
chr2_232494607_232495214	ECEL1	-6774	distal
chr2_232501491_232503928	ECEL1	-13658	distal
chr2_232511448_232511827	PRSS56	-8636	distal
chr2_232519542_232520244	PRSS56	-219	promoter
chr2_232521843_232522663	PRSS56	1381	distal
