chrom	start	end	gene	distance	peak_type
chr2	174666018	174666923	WIPF1	15948	distal
chr2	174667382	174668170	AC010894.3	0	distal
chr2	174667382	174668170	WIPF1	14701	distal
chr2	174675492	174676374	WIPF1	6497	distal
chr2	174675492	174676374	AC010894.3	0	distal
chr2	174682352	174683176	WIPF1	0	promoter
chr2	174682352	174683176	AC010894.3	0	distal
chr2	174687788	174688683	AC010894.3	0	distal
chr2	174687788	174688683	WIPF1	-4890	distal
chr2	174696928	174697829	AC010894.3	0	distal
chr2	174696928	174697829	WIPF1	-14030	distal
chr2	174699687	174700560	AC010894.3	0	distal
chr2	174699687	174700560	WIPF1	-16789	distal
chr2	174704000	174704598	AC010894.3	0	distal
chr2	174704000	174704598	WIPF1	-21102	distal
chr2	174717027	174717785	AC010894.3	0	distal
chr2	174717027	174717785	WIPF1	-34129	distal
chr2	174722923	174723782	AC010894.3	0	distal
chr2	174722923	174723782	WIPF1	-40025	distal
chr2	174729833	174730720	AC010894.3	0	distal
chr2	174729833	174730720	CHRNA1	33692	distal
chr2	174748630	174749504	AC010894.3	0	distal
chr2	174748630	174749504	CHRNA1	14908	distal
chr2	174750702	174751597	CHRNA1	12815	distal
chr2	174750702	174751597	AC010894.3	0	distal
chr2	174752245	174752983	CHRNA1	11429	distal
chr2	174752245	174752983	AC010894.3	0	distal
chr2	174753173	174753949	CHRNA1	10463	distal
chr2	174753173	174753949	AC010894.3	0	distal
chr2	174771462	174772175	CHRNA1	0	distal
chr2	174771462	174772175	AC010894.3	0	promoter
chr2	174778208	174779118	CHRNA1	0	distal
chr2	174778208	174779118	AC010894.3	6420	distal
chr2	174788227	174788976	CHRNA1	-293	promoter
chr2	174803332	174804113	CHN1	0	distal
chr2	174803332	174804113	CHRNA1	-15398	distal
chr2	174833383	174834217	CHN1	12188	distal
chr2	174902295	174903151	CHN1	-9192	distal
chr2	174968920	174969807	CHN1	35562	distal
chr2	174989783	174990857	CHN1	14512	distal
chr2	175004826	175005737	CHN1	0	promoter
chr2	175036247	175037001	CHN1	-30867	distal
chr2	175110689	175111702	ATF2	3110	distal
chr2	175142121	175143027	ATF2	8055	distal
chr2	175167908	175168803	AC096649.1	0	distal
chr2	175167908	175168803	ATF2	0	promoter
chr2	175181259	175182102	ATP5MC3	0	promoter
chr2	175203397	175204263	ATP5MC3	-18791	distal
chr2	175207566	175208476	ATP5MC3	-22960	distal
chr2	175567339	175568102			intergenic
chr2	175575426	175576308			intergenic
chr2	175579444	175580350			intergenic
chr2	176001853	176002734	LNPK	0	promoter
chr2	176097261	176098071	HOXD12	-1659	distal
chr2	176122315	176123090	HOXD9	0	promoter
chr2	176122315	176123090	HOXD-AS2	0	distal
chr2	176129900	176130777	HOXD-AS2	0	distal
chr2	176129900	176130777	HOXD8	0	promoter
chr2	176136479	176137322	HOXD-AS2	0	promoter
chr2	176140291	176141177	HOXD-AS2	-3194	distal
chr2	176269097	176269997	MTX2	0	promoter
chr2	176454753	176455677	LINC01117	-39578	distal
chr2	176490128	176490932	LINC01117	-4323	distal
chr2	176491079	176491859	LINC01117	-3396	distal
chr2	176554283	176554918	AC017048.2	-22601	distal
chr2	176554283	176554918	LINC01117	0	distal
chr2	176637784	176638591	LINC01117	49	promoter
chr2	176826109	176827015	AC092162.2	-6800	distal
chr2	176830046	176830904	AC073636.1	0	distal
chr2	176830046	176830904	AC092162.2	-10737	distal
chr2	176852336	176853223	AC073636.1	-2920	distal
chr2	176931626	176932479	AC073636.1	-82210	distal
chr2	176960536	176961690	AC073636.1	-111120	distal
chr2	177148551	177149422	AC079305.3	0	distal
chr2	177148551	177149422	AC074286.1	0	promoter
chr2	177161668	177162548	AC079305.3	0	distal
chr2	177161668	177162548	AC074286.1	2020	distal
chr2	177164328	177165214	AC079305.3	0	distal
chr2	177164328	177165214	AC074286.1	0	promoter
chr2	177165914	177166797	AC074286.1	-1260	distal
chr2	177165914	177166797	AC079305.3	0	distal
chr2	177171201	177172110	AC074286.1	-6547	distal
chr2	177171201	177172110	AC079305.3	0	distal
chr2	177212232	177213031	AC079305.3	0	promoter
chr2	177212232	177213031	HNRNPA3	0	promoter
chr2	177239674	177240573	NFE2L2	22881	distal
chr2	177251701	177252580	NFE2L2	10874	distal
chr2	177263215	177264085	NFE2L2	0	promoter
chr2	177264421	177265252	AC079305.1	0	distal
chr2	177264421	177265252	NFE2L2	0	promoter
chr2	177281078	177281953	NFE2L2	-16352	distal
chr2	177289854	177290755	AC019080.4	-9845	distal
chr2	177289854	177290755	AC019080.1	0	distal
chr2	177289854	177290755	NFE2L2	0	distal
chr2	177295833	177296726	AC019080.4	-3874	distal
chr2	177295833	177296726	AC019080.1	0	distal
chr2	177295833	177296726	NFE2L2	0	distal
chr2	177309648	177310568	AC019080.5	3276	distal
chr2	177309648	177310568	AC019080.1	0	distal
chr2	177309648	177310568	NFE2L2	0	distal
chr2	177328924	177329732	AC019080.6	-10454	distal
chr2	177328924	177329732	NFE2L2	0	distal
chr2	177328924	177329732	AC019080.1	0	distal
chr2	177332034	177332925	NFE2L2	0	distal
chr2	177332034	177332925	AC019080.1	0	distal
chr2	177332034	177332925	AC019080.6	-13564	distal
chr2	177334694	177335577	NFE2L2	0	distal
chr2	177334694	177335577	AC019080.6	-16224	distal
chr2	177334694	177335577	AC019080.1	0	distal
chr2	177352402	177353283	AC019080.6	-33932	distal
chr2	177352402	177353283	AC019080.1	0	distal
chr2	177352402	177353283	NFE2L2	0	distal
chr2	177392333	177393217	AC019080.1	0	promoter
chr2	177392333	177393217	NFE2L2	0	promoter
chr2	177392333	177393217	AGPS	0	promoter
chr2	177416006	177416904	AGPS	23239	distal
chr2	177552384	177553322	TTC30B	0	promoter
chr2	177585105	177585747	AC073834.1	-17342	distal
chr2	177618337	177619264	AC073834.1	0	distal
chr2	177618337	177619264	TTC30A	0	promoter
chr2	177634235	177634996	TTC30A	-15494	distal
chr2	177634235	177634996	PDE11A	0	distal
chr2	177753656	177754566	AC012499.1	55228	distal
chr2	177753656	177754566	PDE11A	0	distal
chr2	177763379	177764267	PDE11A	0	distal
chr2	177763379	177764267	AC012499.1	64951	distal
chr2	177783925	177784786	PDE11A	0	distal
chr2	177783925	177784786	AC012499.1	85497	distal
chr2	177905772	177906580	PDE11A	16215	distal
chr2	178109555	178110432	RBM45	-2005	distal
chr2	178112037	178112883	RBM45	0	promoter
chr2	178190769	178191572	OSBPL6	-2909	distal
chr2	178193945	178194856	OSBPL6	0	promoter
chr2	178281992	178282880	OSBPL6	-2047	distal
chr2	178396663	178397676	OSBPL6	0	distal
chr2	178396663	178397676	CHROMR	-15959	distal
chr2	178413299	178414143	CHROMR	0	promoter
chr2	178414527	178415301	CHROMR	560	distal
chr2	178450713	178451542	PRKRA	0	promoter
chr2	178450713	178451542	PJVK	0	promoter
chr2	178478243	178479062	FKBP7	0	promoter
chr2	178480063	178480892	PLEKHA3	0	promoter
chr2	178522717	178523603	TTN-AS1	0	promoter
chr2	178530367	178531248	TTN	0	distal
chr2	178530367	178531248	TTN-AS1	1603	distal
chr2	178891094	178891995	CCDC141	0	distal
chr2	178891094	178891995	AC092640.1	62526	distal
chr2	178912533	178913330	CCDC141	0	distal
chr2	178912533	178913330	AC092640.1	83965	distal
chr2	178914045	178914926	CCDC141	0	distal
chr2	178914045	178914926	AC092640.1	85477	distal
chr2	179019889	179020781	CCDC141	29278	distal
chr2	179031600	179032448	CCDC141	17611	distal
chr2	179044201	179045027	CCDC141	5032	distal
chr2	179049399	179050239	CCDC141	0	promoter
chr2	179095851	179096718	CCDC141	-45789	distal
chr2	179234616	179235492	SESTD1	29340	distal
chr2	179264203	179265104	SESTD1	0	promoter
chr2	179268108	179269012	SESTD1	-3277	distal
chr2	179314296	179315164	AC093911.1	40466	distal
chr2	180006743	180007640	CWC22	0	promoter
chr2	180125286	180126197	CWC22	-117990	distal
chr2	180359617	180360520			intergenic
chr2	180523324	180524214	SCHLAP1	-167890	distal
chr2	180539283	180540177	SCHLAP1	-151927	distal
chr2	180699236	180700174	AC009478.1	-6783	distal
chr2	180699236	180700174	SCHLAP1	0	distal
chr2	180937224	180938110	AC104076.1	41980	distal
chr2	180980136	180981050	UBE2E3	0	promoter
chr2	180983451	180984364	UBE2E3	1429	distal
chr2	181072221	181073130	LINC01934	-12946	distal
chr2	181076857	181077845	AC068196.1	0	distal
chr2	181076857	181077845	LINC01934	-8231	distal
chr2	181104316	181105202	LINC01934	0	distal
chr2	181104316	181105202	AC068196.1	766	distal
chr2	181106598	181107504	LINC01934	0	distal
chr2	181106598	181107504	AC068196.1	-631	promoter
chr2	181123489	181124383	LINC01934	0	promoter
chr2	181142267	181143125	LINC01934	18431	distal
chr2	181143598	181144460	LINC01934	19762	distal
chr2	181145889	181146792	LINC01934	22053	distal
chr2	181148172	181149082	LINC01934	24336	distal
chr2	181162902	181163818	LINC01934	39066	distal
chr2	181164964	181165843	LINC01934	-37527	distal
chr2	181169132	181169900	LINC01934	-33470	distal
chr2	181170027	181170860	LINC01934	-32510	distal
chr2	181183783	181184766	LINC01934	-18604	distal
chr2	181185285	181186054	LINC01934	-17316	distal
chr2	181198115	181198978	LINC01934	-4392	distal
chr2	181222941	181223873	LINC01934	-14551	distal
chr2	181239073	181239971	LINC01934	650	distal
chr2	181241666	181242412	LINC01934	3243	distal
chr2	181252208	181253140	LINC01934	13785	distal
chr2	181275438	181276324	LINC01934	37015	distal
chr2	181281010	181281883	LINC01934	42587	distal
chr2	181300447	181301310	LINC01934	-30090	distal
chr2	181303783	181304697	LINC01934	-26703	distal
chr2	181305325	181306154	LINC01934	-25246	distal
chr2	181306753	181307432	LINC01934	-23968	distal
chr2	181307552	181307996	LINC01934	-23404	distal
chr2	181308804	181309655	LINC01934	-21745	distal
chr2	181311687	181312289	LINC01934	-19111	distal
chr2	181312407	181313095	LINC01934	-18305	distal
chr2	181334143	181335002	LINC01934	2744	distal
chr2	181340625	181341490	LINC01934	9226	distal
chr2	181347898	181348822	LINC01934	16499	distal
chr2	181393215	181394063	AC020595.1	31686	distal
chr2	181393215	181394063	LINC01934	0	distal
chr2	181395797	181396589	AC020595.1	29160	distal
chr2	181395797	181396589	LINC01934	0	distal
chr2	181398675	181399488	AC020595.1	26261	distal
chr2	181398675	181399488	LINC01934	0	distal
chr2	181406913	181407812	AC020595.1	17937	distal
chr2	181406913	181407812	LINC01934	0	distal
chr2	181410778	181411675	AC020595.1	14074	distal
chr2	181419189	181420062	AC020595.1	5687	distal
chr2	181420632	181421430	AC020595.1	4319	distal
chr2	181430244	181431139	AC020595.1	-4496	distal
chr2	181438097	181438991	AC020595.1	-12349	distal
chr2	181456638	181457541	ITGA4	0	promoter
chr2	181460783	181461502	ITGA4	3398	distal
chr2	181461806	181462663	ITGA4	4421	distal
chr2	181466595	181467472	ITGA4	9210	distal
chr2	181471402	181472185	ITGA4	14017	distal
chr2	181575271	181576126	CERKL	80880	distal
chr2	181656542	181657372	CERKL	0	promoter
chr2	181677718	181678627	NEUROD1	2249	distal
chr2	181697043	181698030	AC013733.1	-3629	distal
chr2	181714787	181715640	AC013733.1	-21373	distal
chr2	181780945	181781791	AC013733.1	-87531	distal
chr2	181805422	181806329	AC009962.1	85334	distal
chr2	181810602	181811464	AC009962.1	80199	distal
chr2	181846237	181847156	AC009962.1	44507	distal
chr2	181850758	181851648	AC009962.1	40015	distal
chr2	181876299	181877217	AC009962.1	14446	distal
chr2	181891396	181892211	AC009962.1	0	promoter
chr2	181891396	181892211	ITPRID2	0	promoter
chr2	181910217	181911093	ITPRID2	0	promoter
chr2	181937224	181938106	ITPRID2	26720	distal
chr2	181953986	181954898	PPP1R1C	-30970	distal
chr2	181991203	181992120	PPP1R1C	5182	distal
chr2	182539991	182540847	PDE1A	-17254	distal
chr2	182666729	182667562	DNAJC10	-48479	distal
chr2	182713371	182714275	DNAJC10	-1766	distal
chr2	182715675	182716611	DNAJC10	0	promoter
chr2	182717389	182718161	DNAJC10	0	promoter
chr2	183032179	183032961	NCKAP1	5496	distal
chr2	183037972	183038832	NCKAP1	0	promoter
chr2	183078265	183079172	DUSP19	0	promoter
chr2	183123975	183124849	NUP35	0	promoter
chr2	183837398	183838361	AC093639.3	-59589	distal
chr2	184562261	184563142	ZNF804A	-35387	distal
chr2	184577584	184578434	ZNF804A	-20095	distal
chr2	184598408	184599189	AC096667.1	0	promoter
chr2	184598408	184599189	ZNF804A	0	promoter
chr2	184599795	184600567	ZNF804A	0	distal
chr2	184599795	184600567	AC096667.1	-788	promoter
chr2	184645988	184646825	AC096667.1	-46981	distal
chr2	184645988	184646825	ZNF804A	0	distal
chr2	184685731	184686662	ZNF804A	0	distal
chr2	184685731	184686662	AC096667.1	-86724	distal
chr2	184765129	184765988	ZNF804A	-100377	distal
chr2	184799089	184799995	ZNF804A	-66370	distal
chr2	184860014	184860894	ZNF804A	-5471	distal
chr2	185738562	185739368	FSIP2-AS1	0	distal
chr2	185738562	185739368	FSIP2	0	promoter
chr2	185738562	185739368	FSIP2-AS2	0	promoter
chr2	186477677	186478511	ZC3H15	-7749	distal
chr2	186485733	186486628	ZC3H15	0	promoter
chr2	186503748	186504558	ZC3H15	17489	distal
chr2	186589593	186590488	ITGAV	0	promoter
chr2	186637120	186638004	ITGAV	36916	distal
chr2	186693715	186694555	AC017101.1	0	distal
chr2	186693715	186694555	FAM171B	0	promoter
chr2	186848869	186849770	ZSWIM2	0	promoter
chr2	187168838	187169718	AC007319.1	165565	distal
chr2	187338324	187339182	CALCRL	109070	distal
chr2	187338324	187339182	AC007319.1	0	distal
chr2	187447871	187448788	CALCRL	0	promoter
chr2	187447871	187448788	AC007319.1	0	distal
chr2	187475223	187476096	TFPI	0	distal
chr2	187475223	187476096	CALCRL	-26764	distal
chr2	187475223	187476096	AC007319.1	0	distal
chr2	187586046	187586901	TFPI	-31609	distal
chr2	188291685	188292342	LINC01090	0	distal
chr2	188291685	188292342	GULP1	0	promoter
chr2	188353811	188354557	LINC01090	29756	distal
chr2	188353811	188354557	GULP1	0	distal
chr2	189143036	189143870	COL5A2	35891	distal
chr2	189297272	189298070	COL5A2	-117394	distal
chr2	189300649	189301574	COL5A2	-120771	distal
chr2	189304114	189305003	COL5A2	-124236	distal
chr2	189312255	189313127	WDR75	-128347	distal
chr2	189440812	189441736	WDR75	0	promoter
chr2	189500937	189501886	AC013439.2	38531	distal
chr2	189513805	189514700	AC013439.2	25717	distal
chr2	189516279	189517186	AC013439.2	23231	distal
chr2	189574841	189575669	SLC40A1	5218	distal
chr2	189580454	189581336	SLC40A1	0	promoter
chr2	189657684	189658423	ASNSD1	-2962	distal
chr2	189658564	189659298	ASNSD1	-2087	distal
chr2	189660916	189661818	ASNSD1	0	promoter
chr2	189660916	189661818	ASDURF	0	promoter
chr2	189674106	189675020	ANKAR	-965	promoter
chr2	189698145	189698984	ANKAR	21719	distal
chr2	189750888	189751867	OSGEPL1	0	distal
chr2	189750888	189751867	OSGEPL1-AS1	-10837	distal
chr2	189762386	189763201	OSGEPL1	0	promoter
chr2	189762386	189763201	OSGEPL1-AS1	0	promoter
chr2	189781944	189782725	ORMDL1	657	distal
chr2	189783892	189784774	PMS1	0	promoter
chr2	189783892	189784774	ORMDL1	0	promoter
chr2	189791189	189792099	PMS1	6646	distal
chr2	189799362	189800198	PMS1	14819	distal
chr2	189837017	189837867	PMS1	52474	distal
chr2	189876071	189876965	PMS1	91528	distal
chr2	190118966	190119816	C2orf88	-17944	distal
chr2	190178076	190178966	C2orf88	-1516	distal
chr2	190180165	190181153	C2orf88	0	promoter
chr2	190319404	190320273	HIBCH	0	promoter
chr2	190343411	190344363	INPP1	0	promoter
chr2	190355743	190356645	INPP1	12155	distal
chr2	190359626	190360552	INPP1	16038	distal
chr2	190372087	190372946	INPP1	28499	distal
chr2	190382640	190383515	MFSD6	-24840	distal
chr2	190407225	190407987	MFSD6	-368	promoter
chr2	190408262	190409059	MFSD6	0	promoter
chr2	190413347	190414267	MFSD6	4993	distal
chr2	190415722	190416625	MFSD6	7368	distal
chr2	190418477	190419411	MFSD6	10123	distal
chr2	190471212	190472128	AC093388.1	-16692	distal
chr2	190471212	190472128	MFSD6	0	distal
chr2	190477726	190478390	AC093388.1	-23206	distal
chr2	190477726	190478390	MFSD6	0	distal
chr2	190515642	190516491	NEMP2	18231	distal
chr2	190520110	190521015	NEMP2	13707	distal
chr2	190526013	190526887	NEMP2	7835	distal
chr2	190528340	190529116	NEMP2	5606	distal
chr2	190529677	190530408	NEMP2	4314	distal
chr2	190534113	190535016	NEMP2	0	promoter
chr2	190534113	190535016	AC108047.1	0	promoter
chr2	190551660	190552595	AC108047.1	16806	distal
chr2	190574992	190575898	AC108047.1	40138	distal
chr2	190578216	190579128	AC108047.1	43362	distal
chr2	190627677	190628688	AC006460.2	19648	distal
chr2	190641015	190641873	AC006460.2	6463	distal
chr2	190648523	190649387	NAB1	0	promoter
chr2	190678324	190679181	NAB1	0	distal
chr2	190678324	190679181	AC006460.1	11191	distal
chr2	190679956	190680789	NAB1	0	distal
chr2	190679956	190680789	AC006460.1	9583	distal
chr2	190695440	190696341	AC006460.1	-5069	distal
chr2	190850283	190851152	GLS	-29675	distal
chr2	190868563	190869445	GLS	-11382	distal
chr2	190875584	190876457	GLS	-4370	distal
chr2	190880261	190881136	GLS	0	promoter
chr2	190880261	190881136	AC005540.1	0	distal
chr2	190881653	190882512	GLS	0	distal
chr2	190881653	190882512	AC005540.1	0	promoter
chr2	190891254	190892095	GLS	0	distal
chr2	190891254	190892095	AC005540.1	-9196	distal
chr2	190947564	190948443	GLS	19872	distal
chr2	190996177	190996765	STAT1	17190	distal
chr2	190996881	190997614	STAT1	16341	distal
chr2	191013797	191014712	STAT1	0	promoter
chr2	191020020	191020865	AC067945.3	-661	promoter
chr2	191022390	191023081	AC067945.3	865	distal
chr2	191023198	191023839	AC067945.3	1673	distal
chr2	191029274	191029974	STAT4	0	distal
chr2	191029274	191029974	AC067945.3	7749	distal
chr2	191030347	191031285	STAT4	0	distal
chr2	191030347	191031285	AC067945.3	8822	distal
chr2	191032452	191033405	STAT4	0	distal
chr2	191032452	191033405	AC067945.3	10927	distal
chr2	191038078	191038951	AC067945.4	-6507	distal
chr2	191038078	191038951	STAT4	0	distal
chr2	191051784	191052632	STAT4	0	distal
chr2	191051784	191052632	AC067945.4	6327	distal
chr2	191056031	191056921	STAT4	0	distal
chr2	191056031	191056921	AC067945.4	10574	distal
chr2	191061317	191062222	STAT4	0	distal
chr2	191061317	191062222	AC067945.4	15860	distal
chr2	191064328	191065222	AC067945.4	18871	distal
chr2	191064328	191065222	STAT4	0	distal
chr2	191065993	191066916	AC067945.4	20536	distal
chr2	191065993	191066916	STAT4	0	distal
chr2	191114162	191115004	STAT4	35967	distal
chr2	191115402	191116125	STAT4	34846	distal
chr2	191126169	191127024	STAT4	23947	distal
chr2	191128011	191128871	STAT4	22100	distal
chr2	191148483	191149374	STAT4	1597	distal
chr2	191150571	191151442	STAT4	0	promoter
chr2	191155353	191156209	STAT4	-3764	distal
chr2	191164890	191165788	STAT4	-13301	distal
chr2	191188975	191189709	STAT4	-37386	distal
chr2	191193716	191194607	STAT4	-42127	distal
chr2	191202640	191203555	MYO1B	-41721	distal
chr2	191204282	191205113	MYO1B	-40163	distal
chr2	191206402	191207328	MYO1B	-37948	distal
chr2	191245047	191245871	AC092614.1	0	distal
chr2	191245047	191245871	MYO1B	0	promoter
chr2	191274082	191275040	MYO1B	-1845	distal
chr2	191376982	191377878	MYO1B	100098	distal
chr2	191436277	191437192	MYO1B	159393	distal
chr2	191533633	191534407	NABP1	-143729	distal
chr2	191554815	191555703	NABP1	-122433	distal
chr2	191565294	191565968	NABP1	-112168	distal
chr2	191566086	191566786	NABP1	-111350	distal
chr2	191570997	191571877	NABP1	-106259	distal
chr2	191599374	191600269	NABP1	-77867	distal
chr2	191611352	191612256	NABP1	-65880	distal
chr2	191617337	191618225	NABP1	-59911	distal
chr2	191622327	191623221	NABP1	-54915	distal
chr2	191624845	191625755	NABP1	-52381	distal
chr2	191628771	191629671	NABP1	-48465	distal
chr2	191637574	191638453	NABP1	-39683	distal
chr2	191645554	191646426	NABP1	-31710	distal
chr2	191650657	191651681	NABP1	-26455	distal
chr2	191666492	191667360	NABP1	-10776	distal
chr2	191667992	191668861	NABP1	-9275	distal
chr2	191675549	191676471	NABP1	-1665	distal
chr2	191677569	191678458	NABP1	0	promoter
chr2	191679971	191680918	NABP1	1768	distal
chr2	191690675	191691524	NABP1	12472	distal
chr2	191739765	191740673	AC098872.1	-52163	distal
chr2	191758666	191759562	AC098872.1	-33274	distal
chr2	191811718	191812586	AC098872.1	18883	distal
chr2	191846719	191847540	CAVIN2	0	promoter
chr2	192162205	192163069	TMEFF2	31455	distal
chr2	192194584	192195366	TMEFF2	0	promoter
chr2	193271598	193272596	AC096647.1	100895	distal
chr2	193347317	193348170	AC096647.1	176614	distal
chr2	193475859	193476754			intergenic
chr2	193694951	193695812	AC074290.2	-171910	distal
chr2	194104377	194105343			intergenic
chr2	195352365	195353238	AC104823.1	-95294	distal
chr2	195381907	195382773	AC104823.1	-65759	distal
chr2	195486681	195487597	AC064834.1	28102	distal
chr2	195497923	195498821	AC064834.1	16878	distal
chr2	195509332	195510188	AC064834.1	5511	distal
chr2	195532348	195533282	LINC01825	0	promoter
chr2	195533901	195534725	LINC01825	957	distal
chr2	195535913	195536798	LINC01825	2969	distal
chr2	195552328	195553166	LINC01825	19384	distal
chr2	195559303	195560210	LINC01827	12760	distal
chr2	195561104	195561873	LINC01827	11097	distal
chr2	195575715	195576606	LINC01827	-2746	distal
chr2	195579829	195580696	LINC01827	-6860	distal
chr2	195595605	195596474	LINC01827	-22636	distal
chr2	195610575	195611429	LINC01827	-37606	distal
chr2	195631865	195632648	SLC39A10	-24099	distal
chr2	195632786	195633697	SLC39A10	-23050	distal
chr2	195642009	195642818	SLC39A10	-13929	distal
chr2	195646996	195647822	SLC39A10	-8925	distal
chr2	195648490	195649310	SLC39A10	-7437	distal
chr2	195650063	195650936	SLC39A10	-5811	distal
chr2	195656695	195657616	SLC39A10	0	promoter
chr2	195657943	195658645	SLC39A10	718	distal
chr2	195658989	195659764	SLC39A10	1764	distal
chr2	195660126	195660895	SLC39A10	2901	distal
chr2	195961609	195962521	DNAH7	106291	distal
chr2	196066605	196067360	DNAH7	1452	distal
chr2	196068139	196069025	DNAH7	0	promoter
chr2	196078108	196078960	DNAH7	-9272	distal
chr2	196089188	196090066	DNAH7	-20352	distal
chr2	196101208	196102118	DNAH7	-32372	distal
chr2	196131267	196132038	AC114760.2	-19225	distal
chr2	196136063	196136630	STK17B	0	distal
chr2	196136063	196136630	AC114760.2	-14633	distal
chr2	196144318	196145143	STK17B	0	distal
chr2	196144318	196145143	AC114760.2	-6120	distal
chr2	196149690	196150529	STK17B	0	distal
chr2	196149690	196150529	AC114760.2	-734	promoter
chr2	196150904	196151723	STK17B	0	distal
chr2	196150904	196151723	AC114760.2	0	promoter
chr2	196158548	196159501	STK17B	0	distal
chr2	196158548	196159501	AC114760.2	7286	distal
chr2	196159836	196160710	STK17B	0	distal
chr2	196159836	196160710	AC114760.2	8574	distal
chr2	196166675	196167564	STK17B	4014	distal
chr2	196171220	196172127	STK17B	0	promoter
chr2	196175850	196176762	STK17B	0	promoter
chr2	196177630	196178466	STK17B	-1128	distal
chr2	196182166	196182968	STK17B	-5664	distal
chr2	196183564	196184439	STK17B	-7062	distal
chr2	196200285	196201128	HECW2	0	distal
chr2	196200285	196201128	STK17B	-23783	distal
chr2	196210988	196211907	STK17B	-34486	distal
chr2	196210988	196211907	HECW2	0	distal
chr2	196213197	196214132	STK17B	-36695	distal
chr2	196213197	196214132	HECW2	0	distal
chr2	196220384	196221266	HECW2	0	distal
chr2	196220384	196221266	HECW2-AS1	-38758	distal
chr2	196229862	196230743	HECW2	0	distal
chr2	196229862	196230743	HECW2-AS1	-29281	distal
chr2	196233536	196234358	HECW2	0	distal
chr2	196233536	196234358	HECW2-AS1	-25666	distal
chr2	196234771	196235444	HECW2	0	distal
chr2	196234771	196235444	HECW2-AS1	-24580	distal
chr2	196239913	196240783	HECW2	0	distal
chr2	196239913	196240783	HECW2-AS1	-19241	distal
chr2	196241997	196242924	HECW2	0	distal
chr2	196241997	196242924	HECW2-AS1	-17100	distal
chr2	196248189	196249018	HECW2	0	distal
chr2	196248189	196249018	HECW2-AS1	-11006	distal
chr2	196249613	196250481	HECW2	0	distal
chr2	196249613	196250481	HECW2-AS1	-9543	distal
chr2	196260163	196260894	HECW2	0	distal
chr2	196260163	196260894	HECW2-AS1	50	promoter
chr2	196262883	196263795	HECW2	0	distal
chr2	196262883	196263795	HECW2-AS1	2770	distal
chr2	196268371	196269164	HECW2-AS1	8258	distal
chr2	196268371	196269164	HECW2	0	distal
chr2	196274071	196274955	HECW2	0	distal
chr2	196274071	196274955	HECW2-AS1	13958	distal
chr2	196275406	196276338	HECW2	0	distal
chr2	196275406	196276338	HECW2-AS1	15293	distal
chr2	196276766	196277668	HECW2	0	distal
chr2	196276766	196277668	HECW2-AS1	16653	distal
chr2	196291911	196292649	HECW2	0	distal
chr2	196291911	196292649	HECW2-AS1	31798	distal
chr2	196299579	196300507	HECW2	0	distal
chr2	196299579	196300507	HECW2-AS1	39466	distal
chr2	196543642	196544591	HECW2	42138	distal
chr2	196639161	196640062	CCDC150	0	promoter
chr2	196639161	196640062	AC068544.2	0	promoter
chr2	196748713	196749483	CCDC150	35597	distal
chr2	196750614	196751580	CCDC150	37498	distal
chr2	196799220	196800101	GTF3C3	0	promoter
chr2	196914831	196915714	PGAP1	10993	distal
chr2	196926311	196927212	PGAP1	0	promoter
chr2	196932039	196932934	PGAP1	-4245	distal
chr2	196983629	196984534	PGAP1	-55835	distal
chr2	196985426	196986479	PGAP1	-57632	distal
chr2	197062439	197063286	ANKRD44	0	distal
chr2	197062439	197063286	PGAP1	-134645	distal
chr2	197081093	197081913	ANKRD44	0	distal
chr2	197081093	197081913	AC013264.1	-116078	distal
chr2	197086128	197087003	ANKRD44	0	distal
chr2	197086128	197087003	AC013264.1	-110988	distal
chr2	197113024	197113979	ANKRD44	0	distal
chr2	197113024	197113979	AC013264.1	-84012	distal
chr2	197130131	197131006	ANKRD44	0	distal
chr2	197130131	197131006	AC013264.1	-66985	distal
chr2	197141639	197142447	AC013264.1	-55544	distal
chr2	197141639	197142447	ANKRD44	0	distal
chr2	197145335	197146257	ANKRD44	0	distal
chr2	197145335	197146257	AC013264.1	-51734	distal
chr2	197152263	197153132	ANKRD44	0	distal
chr2	197152263	197153132	AC013264.1	-44859	distal
chr2	197168450	197169312	ANKRD44	0	distal
chr2	197168450	197169312	AC013264.1	-28679	distal
chr2	197191577	197192391	ANKRD44	0	distal
chr2	197191577	197192391	AC013264.1	-5600	distal
chr2	197198620	197199525	ANKRD44	-583	promoter
chr2	197198620	197199525	AC013264.1	0	distal
chr2	197205488	197206404	ANKRD44	-7451	distal
chr2	197207518	197208348	ANKRD44	-9481	distal
chr2	197208778	197209491	ANKRD44	-10741	distal
chr2	197209626	197210433	ANKRD44	-11589	distal
chr2	197212445	197213370	ANKRD44	-14408	distal
chr2	197215988	197216939	ANKRD44	-17951	distal
chr2	197235878	197236497	ANKRD44	-37841	distal
chr2	197236614	197237195	ANKRD44	-38577	distal
chr2	197239165	197240039	ANKRD44	-41128	distal
chr2	197240350	197241160	ANKRD44	-42313	distal
chr2	197248349	197249250	ANKRD44	-50312	distal
chr2	197255252	197256129	ANKRD44-IT1	46390	distal
chr2	197255252	197256129	ANKRD44	0	distal
chr2	197256719	197257543	ANKRD44-IT1	44976	distal
chr2	197256719	197257543	ANKRD44	0	distal
chr2	197258423	197259294	ANKRD44-IT1	43225	distal
